Predictions vs Actual: 

    Prediction:         Actual:
             79.228     26
            183.692     293
             22.712     28
             85.672     92
            678.288     522
            286.312     244
               26.9     26
              177.2     221
            549.792     499
             124.74     100
            176.448     175
            184.228     176
            309.816     265
            731.464     857
            445.912     374
            263.936     244
            328.336     360
              181.3     205
            160.608     315
            225.728     208
             157.78     152
            467.312     502
             15.352     12
              7.412     8
             244.96     184
            145.704     220
              23.84     8
            169.848     152
            337.548     328
             25.444     17
             218.02     203
              8.124     6
            149.792     175
            182.356     181
            188.392     196
               63.4     91
            183.528     48
             62.452     34
            309.564     229
            267.016     274
            260.144     321
             54.844     46
            356.936     386
            272.496     204
            129.964     161
             95.464     157
             77.344     62
            249.396     229
             292.94     328
               91.5     77
             42.132     24
            229.344     246
             410.22     499
            457.784     419
            510.944     494
            299.148     312
            116.716     87
            710.948     693
             79.168     64
            150.068     151
             49.388     69
             27.072     20
            143.168     128
            245.288     254
            148.736     143
             55.064     57
              93.72     62
              8.944     7
             149.08     148
             139.34     147
            173.568     225
            160.468     138
            170.088     119
            204.484     239
              31.74     23
            651.152     723
            151.472     177
            136.092     201
            109.524     123
            246.924     190
            140.624     145
            250.404     260
            178.464     90
             71.312     43
            176.984     140
            266.516     238
             75.484     79
             72.904     70
             305.36     276
            324.712     338
            409.144     336
            566.616     442
             131.46     372
            198.652     95
             41.056     7
            515.212     428
             61.764     16
             29.352     24
            270.852     248
            356.032     308
            134.172     90
            135.392     130
              614.7     602
            754.212     795
            834.444     795
              194.2     204
            309.332     320
             60.252     16
            297.092     297
            757.528     743
            453.592     594
            110.576     135
             71.536     56
             13.792     6
            296.136     260
            170.684     171
             66.116     15
            364.432     398
             273.96     351
            225.992     82
              4.872     4
             18.648     17
             318.86     331
            330.652     430
            109.716     121
             183.72     186
            156.408     121
            348.148     251
            139.068     61
            361.612     306
            717.788     759
             56.276     17
            431.056     404
             511.14     489
            202.332     205
             12.292     10
             182.82     212
            257.568     393
             83.016     65
              7.744     4
             82.032     65
               6.42     3
             254.12     232
               7.68     7
             22.396     13
            205.316     211
             398.38     520
             36.124     7
            547.664     483
            145.856     107
            182.508     86
             74.192     61
            126.064     83
              26.54     19
             314.16     357
            110.008     87
             23.624     16
             342.18     342
            468.468     564
            406.936     472
            192.556     204
            141.604     239
            194.276     222
             34.916     6
             93.448     56
            194.296     284
             77.732     14
              2.748     8
               33.5     10
              5.284     8
             49.536     5
            337.448     331
            315.012     354
            150.876     116
             86.792     61
            134.112     82
             50.556     16
             92.068     126
            341.948     220
              510.7     529
            126.876     105
            435.268     555
            111.844     46
            767.996     884
              5.872     4
            110.624     76
            697.876     729
            133.056     98
             71.408     36
              5.792     2
             200.64     209
             137.98     122
            174.464     175
            386.856     353
             82.828     59
            130.076     140
            138.672     154
            420.332     481
             50.252     61
            485.752     497
            164.452     206
            265.352     248
             111.78     87
             118.86     163
            216.824     122
            330.164     367
             353.58     280
            227.456     246
             12.568     11
            720.708     834
              143.2     69
            156.364     153
            105.288     26
            177.048     182
             215.14     269
            328.424     297
            226.952     207
            129.208     121
              5.344     7
            174.888     152
             21.976     9
            140.684     118
            598.928     546
            483.056     511
            131.764     115
             182.34     196
             94.296     108
             88.108     46
            449.816     488
            300.616     417
            146.516     191
             24.896     21
            178.352     180
             639.44     788
             209.68     213
            513.856     576
            153.992     129
             693.24     739
              55.18     26
            155.592     175
             14.676     24
              10.06     6
            183.824     217
             13.784     12
            301.536     346
             73.136     44
            145.256     206
            469.176     499
            472.864     550
            247.228     267
            304.036     298
              6.196     3
            214.724     231
             14.668     16
             18.848     7
             22.188     27
            552.292     507
            128.756     145
            192.664     220
            254.168     154
            165.344     167
            165.208     188
            173.612     274
             26.488     4
            419.468     651
             21.164     5
            514.816     429
             37.816     48
             94.552     72
              8.828     5
             38.336     38
              41.36     41
             12.148     16
            183.892     38
             74.716     109
            119.476     104
            454.412     134
            649.312     639
             48.436     6
            369.072     391
             96.836     92
             30.128     50
            278.664     257
            225.244     142
            365.196     373
              863.0     977
            438.824     536
            112.512     185
               7.62     8
             48.316     10
            308.592     347
            354.332     381
                8.6     5
             27.708     18
              9.204     9
              47.26     30
             69.344     56
            118.532     132
            308.932     300
             132.48     149
            651.544     592
            107.948     82
             68.696     8
              6.584     8
             22.208     28
             85.992     88
            169.688     190
            271.416     278
            216.816     134
             44.664     16
             223.84     222
             28.364     17
             66.992     77
            255.788     272
            316.372     332
    17.138666666666666     23
            298.592     249
            179.088     211
            143.124     152
            122.404     182
            113.832     94
             284.02     253
              8.196     17
            154.508     148
            665.336     300
            269.796     415
            200.384     112
            119.808     143
            525.076     607
              24.54     16
             59.988     54
             87.052     90
             57.496     70
             52.996     32
             17.288     9
            421.016     406
            100.644     123
             66.676     78
             25.044     15
              74.26     36
             25.956     21
            287.428     286
             253.48     136
              24.64     29
            416.396     497
              6.776     5
             119.28     51
             34.972     26
            685.008     693
            205.244     264
            134.568     65
              304.5     312
            674.152     614
            233.476     282
            212.496     263
            346.792     224
            113.404     102
            147.856     169
               4.76     7
            750.252     846
            105.348     104
             182.92     189
             59.476     54
              184.0     95
            359.496     551
             10.308     5
            279.508     284
            173.836     124
            144.272     113
            138.304     124
            177.188     171
            178.392     195
            111.064     84
            672.132     702
             15.156     3
            123.044     137
            933.364     938
             553.16     598
            242.024     343
             256.84     268
             11.128     5
              130.4     114
             92.284     49
             32.788     32
            466.568     550
             75.692     55
            164.032     155
            314.548     313
            312.376     164
            140.632     66
            320.632     334
            578.504     550
             46.412     34
            204.548     202
            658.948     701
             186.62     177
            140.048     105
             25.944     17
            280.748     354
              98.92     49
              9.508     6
            690.892     668
             15.512     14
             27.156     16
            284.564     267
            157.368     169
            265.548     237
            280.156     300
            223.036     238
            382.728     541
            365.336     359
             360.52     410
             63.736     73
            241.284     293
            127.756     161
            356.528     367
            117.496     111
             32.448     53
             73.528     47
              2.378     1
              69.48     64
              8.808     4
             79.168     41
            260.132     98
             24.336     28
            237.644     345
             420.32     429
            509.712     588
             51.376     37
             66.408     70
            237.156     268
              5.248     8
              11.18     28
            264.084     263
            196.772     209
            892.768     884
             60.816     74
             181.38     202
             21.372     14
            658.348     691
            437.576     283
             161.96     148
            109.008     85
            191.316     107
              244.6     245
             65.172     14
             184.62     118
            313.392     349
             83.464     105
             79.148     23
             88.356     85
             30.888     40
            328.784     449
              4.804     3
             503.58     522
            421.108     414
            153.652     151
            110.812     85
            348.892     269
              96.38     75
            168.076     129
             22.052     32
            430.632     386
             96.876     116
            282.556     226
              6.772     5
            150.588     162
            363.296     273
            167.744     165
              70.72     86
             749.12     757
            117.216     139
            122.916     76
            284.836     297
            101.864     107
             83.164     48
            352.204     326
            101.632     75
             37.856     31
             12.784     10
            378.976     396
              8.956     6
              48.24     15
            278.052     217
            299.236     328
             88.312     24
             65.808     61
              188.4     180
            840.156     812
             276.98     338
            791.028     798
            210.456     201
            222.152     204
            136.644     141
            198.668     187
              8.776     5
            152.212     158
              6.216     6
            183.592     232
            421.328     362
            267.808     301
             55.424     54
            147.176     165
            202.976     242
            830.836     853
             61.448     47
             65.268     100
             63.372     66
            164.204     248
            144.044     30
            289.656     317
            120.632     138
             141.02     143
            414.524     377
            206.264     219
            244.352     279
              8.524     18
            110.544     64
            180.768     142
              58.94     59
             23.864     25
              4.612     3
              5.104     6
              73.86     6
            565.976     556
             81.552     62
             97.004     58
             20.884     11
             186.02     127
            172.108     219
            441.536     458
             200.62     168
            155.432     167
            294.876     281
            778.916     425
            506.268     567
            231.776     225
             74.384     74
             60.568     64
             177.94     111
            216.404     434
             451.06     463
              50.22     24
            201.924     133
            172.424     162
            125.488     84
            248.636     206
            128.256     79
             29.076     4
             15.116     18
            417.572     466
            271.112     207
            151.048     139
            281.384     294
             55.024     38
             61.212     39
              4.636     8
             66.776     54
            334.608     286
             43.116     34
              8.296     8
             431.28     466
             70.596     79
            271.056     184
             109.44     130
            452.056     478
              30.32     31
             73.728     54
             86.496     51
            268.576     233
             174.64     170
            189.752     210
            686.104     729
            320.416     229
            305.528     328
            675.496     704
              135.2     175
            147.764     170
            435.184     526
            235.428     250
             103.96     124
            815.128     772
            433.072     410
             67.132     38
            116.492     167
            209.932     180
             19.656     26
            184.516     199
            280.292     331
             162.74     113
            220.868     190
            130.528     172
             14.324     9
            332.784     247
            191.156     201
             84.904     92
             23.616     17
             39.156     24
            376.804     385
            150.372     198
            128.928     154
            102.756     90
              652.7     673
             29.656     22
            381.992     305
             107.96     18
            555.364     530
    6.384533333333334     1
              3.468     9
             127.52     78
             229.72     217
               92.7     103
              9.836     14
            348.808     331
              3.808     4
              11.08     22
             52.128     71
              23.84     21
             193.56     175
               5.64     5
            176.064     124
             29.612     34
              81.24     84
            391.344     421
             25.016     10
            162.492     159
               28.3     38
            106.612     161
            561.732     502
            137.348     133
            316.472     292
             22.476     10
            750.776     667
             95.572     21
            108.064     86
            339.848     353
            104.512     126
            172.776     140
            148.308     132
            302.944     244
              47.52     77
                4.8     6
            494.752     556
            147.976     93
            396.044     501
              14.72     15
            517.328     582
            128.204     106
            189.444     205
            130.188     116
             268.12     265
              14.26     8
            223.688     254
            500.856     465
             99.772     123
             622.44     679
              6.544     6
            537.432     674
            511.288     380
            393.192     293
            198.412     66
             286.78     295
             71.592     53
             142.26     110
             70.828     89
               26.7     32
             58.812     52
             28.996     37
            117.332     80
              14.36     12
            432.512     392
             72.704     3
             57.648     19
             77.332     83
              4.532     6
             18.892     26
            465.416     413
            193.784     227
               91.7     120
            167.968     144
            102.108     75
            605.112     342
             18.572     10
              82.86     72
            121.796     127
            168.028     169
              4.544     3
               78.6     99
            343.848     374
             173.42     176
             82.128     59
            277.676     237
            112.684     131
             268.72     279
             42.876     55
             21.596     21
             68.104     58
            258.832     248
             21.388     12
             59.368     57
              24.86     21
              255.4     268
            101.536     104
             133.86     120
             80.816     57
            103.828     83
             70.156     80
            216.572     279
             12.292     9
             72.624     108
               33.7     59
            615.692     551
            530.216     559
            148.252     144
            238.192     217
              50.58     43
             59.284     38
            185.716     164
            276.844     272
             75.588     146
             60.368     67
             45.912     32
              529.8     587
              1.848     1
             34.544     11
             92.836     73
            133.484     136
            157.728     153
             253.06     73
            253.376     245
             30.812     12
            198.924     275
             85.892     78
             25.948     18
            251.408     278
            225.796     239
             46.168     11
            163.364     182
             19.784     18
            102.444     119
            667.888     692
              13.04     5
             160.84     155
            307.604     298
            317.456     328
             44.544     18
            182.292     157
              260.9     292
            317.112     269
             96.628     45
            258.952     273
             32.396     22
            153.332     149
             24.996     31
            432.272     426
            199.284     212
            511.888     447
              1.884     2
            315.556     130
            700.108     727
            137.368     109
              5.232     6
             136.68     79
             221.08     138
             61.744     50
              24.02     23
              196.9     195
             81.272     55
              7.884     4
             13.504     17
             147.12     141
             49.316     19
             49.396     38
             21.932     16
            155.952     178
             317.14     338
             46.656     78
            172.128     159
            106.284     100
            168.264     153
            107.004     105
             93.343     64
             111.92     79
             197.48     207
             69.448     70
              4.499     6
              171.4     118
            188.252     170
            133.284     244
            134.244     25
              6.924     4
             50.172     24
            217.452     71
            100.844     128
            232.268     187
            283.708     274
            106.176     48
            280.356     289
            120.516     136
            553.592     596
             221.56     204
            149.936     139
             32.316     41
            233.584     197
            713.376     853
            263.028     262
             53.608     10
            155.648     197
            216.004     220
            192.612     240
             354.48     303
            132.772     173
            267.468     237
             23.504     17
                2.4     3
             80.892     98
             86.524     44
            412.476     404
              95.34     61
            348.396     478
            130.268     110
            372.908     308
               66.5     55
            139.768     126
            279.168     215
             14.556     8
            541.668     591
                2.6     2
             20.884     15
            211.508     152
            252.668     253
            392.116     406
            170.572     215
            139.464     154
            229.644     200
            105.144     115
            151.732     133
              81.88     80
            203.828     182
             21.128     21
             576.48     770
            183.776     158
             179.34     191
            119.848     59
            776.224     653
            262.428     296
              3.352     2
              21.48     8
             545.66     669
            100.112     115
            226.756     303
            401.836     467
            182.768     90
              657.0     474
            311.956     360
            238.816     239
             40.476     11
             44.316     36
              197.6     196
            145.328     67
            133.556     118
             79.024     69
            189.376     68
              6.904     5
            149.124     125
            212.288     200
             522.56     481
             65.288     16
              3.216     1
             79.124     90
            186.768     176
            699.364     761
             569.52     624
            119.644     179
             52.212     32
            274.264     365
             98.868     78
               99.4     101
            147.916     161
             96.964     387
            353.164     542
             386.76     376
             90.268     78
            330.008     323
            360.128     412
            204.316     227
            262.656     182
             39.188     32
            568.568     577
            195.048     167
            266.132     258
            441.924     456
            235.716     259
            259.332     308
             33.304     25
             30.904     39
             172.18     113
             26.704     13
            148.704     144
             180.16     162
              4.336     1
             67.308     33
            156.672     188
            163.336     247
              9.888     7
              5.748     9
             18.348     11
            216.484     58
             11.768     15
            275.392     299
            164.072     182
            190.284     228
            123.732     96
             60.524     65
              9.604     4
             14.956     8
             64.724     29
             13.188     16
            209.076     222
            194.344     199
            270.532     296
            160.068     97
            288.148     322
            349.624     445
             30.168     39
            213.904     206
            586.808     594
            104.024     137
            104.612     56
               62.2     25
            396.264     414
             36.424     26
            174.408     170
              3.584     8
             80.032     88
            284.848     288
             85.916     80
            196.536     167
             63.764     78
              143.9     136
             334.12     322
            187.632     197
            124.768     94
             317.16     273
              108.6     123
            117.936     34
            322.628     344
              26.38     30
              6.784     7
            248.988     261
              73.72     71
            346.924     291
            119.732     87
             306.12     291
            159.804     151
            138.668     134
              150.6     115
             47.492     35
             74.764     76
                7.4     3
             190.28     228
             30.228     32
            209.368     331
            230.364     313
            324.444     242
            483.276     487
             42.168     24
              6.536     6
            316.204     290
              390.3     425
              8.252     8
             51.284     89
             226.02     228
             85.196     122
              8.284     12
            163.952     158
             13.188     9
            111.644     249
            483.732     560
            154.896     127
              260.0     269
            161.596     208
            422.656     492
            121.768     130
            114.696     124
             135.78     190
             491.08     483
            390.768     416
             11.492     21
            286.024     294
            166.388     177
             64.268     43
             53.496     17
             293.48     275
              7.172     3
            271.664     344
            324.052     327
             11.056     15
            189.004     128
            452.208     466
             218.74     113
              6.584     6
            159.076     103
            591.064     593
            532.172     492
            237.544     268
            209.332     243
              29.84     16
             20.768     97
            468.664     488
             452.14     377
            311.412     379
            409.924     530
            496.368     532
             18.416     6
            119.192     109
            175.534     135
            503.904     584
             49.968     50
            183.644     135
            571.628     642
            546.044     229
               66.0     8
            186.836     215
            215.952     175
            136.708     103
            137.608     228
            128.316     132
             72.328     14
             102.54     112
            150.412     142
             191.86     223
             89.044     98
            117.292     165
            631.532     713
              87.98     96
            125.432     101
            192.644     169
             13.612     16
            305.368     308
            175.116     167
             24.008     16
             103.24     72
              4.176     4
            352.408     359
            112.948     116
            136.792     126
            416.468     466
              40.08     7
            119.016     91
            275.888     386
             36.992     29
             119.06     110
            278.728     295
              92.02     47
            164.356     39
            448.576     553
            407.824     240
            227.124     246
              5.304     5
             74.804     97
            121.464     151
             56.268     47
              8.608     12
            223.244     228
            393.436     473
             36.748     33
             16.692     16
             17.468     18
            206.376     211
            171.568     167
               11.6     8
               19.1     32
             86.244     90
            182.472     178
             92.644     95
            134.424     182
            204.772     214
            247.412     219
              4.396     3
            219.896     245
             65.816     119
            106.316     103
            720.528     721
             99.796     46
             161.02     210
             12.732     15
              49.86     25
            269.208     254
              8.124     2
            328.608     344
            128.484     86
             43.184     20
            166.204     263
            239.728     241
            809.728     843
             91.944     39
            370.372     285
            283.636     322
             114.74     106
             16.572     7
             72.584     106
            176.848     219
             146.32     102
              6.164     3
             11.196     8
               59.0     5
            427.888     483
            838.476     863
              337.4     503
             21.116     28
            464.688     519
              47.24     17
            193.452     192
              606.9     694
             517.54     564
             68.152     48
             16.076     12
             33.812     58
            179.556     223
             18.636     11
            155.184     164
             69.628     58
            442.444     430
            251.552     270
              6.472     7
             176.18     294
             598.78     582
            221.272     259
            165.412     139
            313.832     296
              280.8     283
            269.624     316
              2.776     4
             234.06     164
             76.836     73
              3.328     2
            190.732     195
            136.116     26
            285.668     233
             58.156     45
             47.068     51
             166.12     140
            224.024     272
             11.884     5
            364.008     360
            121.416     118
             663.34     721
                6.0     4
            111.248     133
            108.532     84
               6.38     5
               84.9     123
            145.216     167
             72.348     40
              7.488     10
              197.5     210
            116.884     150
    17.981199999999998     5
            623.456     613
            147.008     144
            256.716     491
            384.584     330
             83.524     121
             86.172     129
             237.14     249
            174.276     151
            184.732     207
            489.264     579
            214.008     201
            172.188     103
            802.904     812
            519.432     616
             70.988     191
            231.484     195
              3.856     1
              8.248     5
            136.556     154
             486.32     463
            113.604     110
             211.66     202
            250.872     224
              7.128     7
              2.272     3
              6.188     12
            201.952     233
             23.692     23
            460.436     206
            199.748     373
            104.156     133
              5.272     6
            429.624     442
             23.464     5
            662.036     703
             117.84     100
             22.564     14
            378.644     383
             77.504     61
            170.896     183
             124.72     82
              7.404     7
             48.244     45
            181.136     153
            146.928     146
                7.0     11
             192.76     208
             88.624     120
              6.904     5
             43.736     18
             12.644     8
            187.048     212
             374.08     368
            176.592     189
            392.736     379
            439.068     381
             10.908     5
            265.356     234
            162.468     134
            107.832     70
            808.336     868
            156.176     176
             50.964     44
            297.392     385
              43.22     28
             312.94     325
              104.9     107
             287.96     400
            410.248     388
             49.796     40
            335.836     409
            120.296     167
             193.84     160
            285.864     278
               51.3     71
             19.788     5
               66.4     52
            416.804     377
            253.516     280
             457.98     499
            508.584     500
            350.876     361
             92.504     106
             51.896     40

